"OID_","ANALYST","OBS_YEAR","MISSION_ID","SITE","TRANSECT","SEGMENT","SEGLENGTH","SEGWIDTH","NO_COLONY","SPCODE","EX_BOUND","FRAGMENT","JUVENILE","REMNANT","OLD_DEAD","MORPH_CODE","RDCAUSE1","RD_1","RDCAUSE2","RD_2","RDCAUSE3","RD_3","CON_1","EXTENT_1","SEV_1","CON_2","EXTENT_2","SEV_2","CON_3","EXTENT_3","SEV_3","Shape_Length","site_seg","SEGAREA","totaldead","COLONYID"
109,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"ACUR",0,0,0,0,5,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109667781,"MAU-1222 5",2.5,NA,109
110,"JC",2022,"RA2201","MAU-1222","A","5",1,1,0,"PPRO",0,0,-1,0,NA,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04631753,"MAU-1222 5",1,NA,110
111,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"AMYR",0,0,0,0,55,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.193941224,"MAU-1222 5",2.5,NA,111
112,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"FASP",0,0,0,0,35,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073910719,"MAU-1222 5",2.5,NA,112
113,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PHSP",0,0,0,0,40,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101137682,"MAU-1222 5",2.5,NA,113
114,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PHSP",0,0,0,0,25,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0499771,"MAU-1222 5",2.5,NA,114
115,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PHSP",0,0,0,0,35,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.098316996,"MAU-1222 5",2.5,NA,115
116,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"HCOE",0,0,0,0,10,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065293016,"MAU-1222 5",2.5,NA,116
117,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"FASP",0,0,0,0,7,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052166142,"MAU-1222 5",2.5,NA,117
118,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"AMYR",0,0,0,0,1,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.078729846,"MAU-1222 5",2.5,NA,118
119,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"GASP",0,0,0,0,0,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045569068,"MAU-1222 5",2.5,NA,119
120,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"HCOE",0,0,0,0,30,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.178965127,"MAU-1222 5",2.5,NA,120
121,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"GASP",0,0,0,0,7,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06759857,"MAU-1222 5",2.5,NA,121
122,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"GASP",0,0,0,0,5,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067094717,"MAU-1222 5",2.5,NA,122
123,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"GASP",0,0,0,0,0,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.047275353,"MAU-1222 5",2.5,NA,123
124,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"HCOE",0,0,0,0,2,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.180434639,"MAU-1222 5",2.5,NA,124
125,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"FSTE",0,0,0,0,3,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.077347879,"MAU-1222 5",2.5,NA,125
126,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PCHI",0,0,0,0,1,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.084271303,"MAU-1222 5",2.5,NA,126
127,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"GASP",0,0,0,0,0,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.079710464,"MAU-1222 5",2.5,NA,127
128,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"HCOE",0,0,0,0,60,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.221097715,"MAU-1222 5",2.5,NA,128
129,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PHSP",0,0,0,0,65,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068412694,"MAU-1222 5",2.5,NA,129
130,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"HCOE",0,0,0,0,40,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.164320464,"MAU-1222 5",2.5,NA,130
131,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PMEA",0,0,0,0,5,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.062631626,"MAU-1222 5",2.5,NA,131
132,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"HCOE",0,-1,0,0,55,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065926293,"MAU-1222 5",2.5,NA,132
133,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PCHI",0,0,0,0,10,"EM",NA,NA,NA,NA,NA,NA,"ALG",5,NA,NA,NA,NA,NA,NA,NA,0.064424465,"MAU-1222 5",2.5,NA,133
134,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PVAR",0,0,0,0,3,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066110516,"MAU-1222 5",2.5,NA,134
135,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PHSP",0,0,0,0,40,"EM",NA,NA,NA,NA,NA,NA,"BLE",75,2,NA,NA,NA,NA,NA,NA,0.128717155,"MAU-1222 5",2.5,NA,135
136,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PHSP",0,0,0,0,5,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.085211517,"MAU-1222 5",2.5,NA,136
137,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PCHI",0,0,0,0,85,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25968354,"MAU-1222 5",2.5,NA,137
138,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"GEDW",0,0,0,0,3,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.064123106,"MAU-1222 5",2.5,NA,138
139,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"HCOE",0,0,0,0,15,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.266751894,"MAU-1222 5",2.5,NA,139
140,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PHSP",0,0,0,0,70,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1614665,"MAU-1222 5",2.5,NA,140
141,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PHSP",0,0,0,0,5,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086905886,"MAU-1222 5",2.5,NA,141
142,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"AMYR",0,0,0,0,10,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086717366,"MAU-1222 5",2.5,NA,142
143,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"ACSP",0,0,0,0,65,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.364786438,"MAU-1222 5",2.5,NA,143
144,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PHSP",0,0,0,0,5,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.055358323,"MAU-1222 5",2.5,NA,144
145,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"HCOE",0,0,0,0,8,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.181171588,"MAU-1222 5",2.5,NA,145
146,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PMEA",0,0,0,0,5,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.116720573,"MAU-1222 5",2.5,NA,146
147,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PCHI",0,0,0,0,80,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.153218896,"MAU-1222 5",2.5,NA,147
148,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PHSP",0,0,0,0,5,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.062791106,"MAU-1222 5",2.5,NA,148
149,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"GEDW",0,0,0,0,2,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066580039,"MAU-1222 5",2.5,NA,149
150,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"GEDW",0,0,0,0,1,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067786383,"MAU-1222 5",2.5,NA,150
151,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"GEDW",0,0,0,0,4,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.064415604,"MAU-1222 5",2.5,NA,151
152,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"GEDW",0,0,0,0,1,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053044875,"MAU-1222 5",2.5,NA,152
153,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PCHI",0,0,0,0,65,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.317626451,"MAU-1222 5",2.5,NA,153
154,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"AMYR",0,0,0,0,8,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.165473166,"MAU-1222 5",2.5,NA,154
155,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PCHI",0,0,0,0,10,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097107673,"MAU-1222 5",2.5,NA,155
156,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"FMAT",0,0,0,0,10,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054364238,"MAU-1222 5",2.5,NA,156
157,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PCHI",0,0,0,0,35,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.091772565,"MAU-1222 5",2.5,NA,157
158,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"HCOE",0,0,0,0,30,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107873911,"MAU-1222 5",2.5,NA,158
159,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"STYS",0,0,0,0,5,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.204754312,"MAU-1222 5",2.5,NA,159
160,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"PCHI",0,0,0,0,55,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.396869776,"MAU-1222 5",2.5,NA,160
161,"JC",2022,"RA2201","MAU-1222","A","5",2.5,1,0,"GEDW",0,0,0,0,90,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109088426,"MAU-1222 5",2.5,NA,161
162,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"FASP",0,0,0,0,10,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065592862,"MAU-1222 15",2.5,NA,162
163,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"GEDW",0,0,0,0,2,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06792202,"MAU-1222 15",2.5,NA,163
164,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PCHI",0,0,0,0,25,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.196477136,"MAU-1222 15",2.5,NA,164
165,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"HCOE",0,-1,0,0,2,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04884095,"MAU-1222 15",2.5,NA,165
166,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"HCOE",0,-1,0,0,5,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.085490537,"MAU-1222 15",2.5,NA,166
167,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"AMYR",0,0,0,0,3,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.103903726,"MAU-1222 15",2.5,NA,167
168,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"AMYR",0,0,0,0,8,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.266492117,"MAU-1222 15",2.5,NA,168
169,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PHSP",0,0,0,0,50,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.050265304,"MAU-1222 15",2.5,NA,169
170,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PDUE",0,0,0,0,5,"ML",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.090198097,"MAU-1222 15",2.5,NA,170
171,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PHSP",0,0,0,0,70,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.092137681,"MAU-1222 15",2.5,NA,171
172,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PMEA",0,0,0,0,2,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075445051,"MAU-1222 15",2.5,NA,172
173,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"AMYR",0,0,0,0,1,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.082995279,"MAU-1222 15",2.5,NA,173
174,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PHSP",0,0,0,0,40,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13149165,"MAU-1222 15",2.5,NA,174
175,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"GEDW",0,0,0,0,0,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04793697,"MAU-1222 15",2.5,NA,175
176,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"GEDW",0,0,0,0,2,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.100368033,"MAU-1222 15",2.5,NA,176
177,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"AMYR",0,0,0,0,10,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.484978532,"MAU-1222 15",2.5,NA,177
178,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"LPUR",0,0,0,0,5,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097791489,"MAU-1222 15",2.5,NA,178
179,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"HCOE",0,0,0,0,2,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.126567854,"MAU-1222 15",2.5,NA,179
180,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"AMYR",0,0,0,0,8,"EM","PRED",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.103448216,"MAU-1222 15",2.5,NA,180
181,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PCHI",0,0,0,0,55,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.221913069,"MAU-1222 15",2.5,NA,181
182,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PMEA",0,0,0,0,0,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.120568118,"MAU-1222 15",2.5,NA,182
183,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PHSP",0,0,0,0,65,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29435752,"MAU-1222 15",2.5,NA,183
184,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"GEDW",0,0,0,0,10,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.084935293,"MAU-1222 15",2.5,NA,184
185,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"POSP",0,0,0,0,70,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.119050835,"MAU-1222 15",2.5,NA,185
186,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"HCOE",0,0,0,0,80,"CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.077444516,"MAU-1222 15",2.5,NA,186
187,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PCHI",0,0,0,0,15,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075947363,"MAU-1222 15",2.5,NA,187
188,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"AMYR",0,0,0,0,35,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07320003,"MAU-1222 15",2.5,NA,188
189,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PCHI",0,0,0,0,5,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.085760732,"MAU-1222 15",2.5,NA,189
190,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PMEA",0,0,0,0,2,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08532158,"MAU-1222 15",2.5,NA,190
191,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"AMYR",0,0,0,0,8,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.252045807,"MAU-1222 15",2.5,NA,191
192,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"HCOE",0,0,0,0,5,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109868652,"MAU-1222 15",2.5,NA,192
193,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PHSP",0,0,0,0,50,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.162996027,"MAU-1222 15",2.5,NA,193
194,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"HCOE",0,0,0,0,25,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.070579765,"MAU-1222 15",2.5,NA,194
195,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"GEDW",0,0,0,-1,NA,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048642222,"MAU-1222 15",2.5,NA,195
196,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"ACUR",0,0,0,0,10,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.085066556,"MAU-1222 15",2.5,NA,196
197,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"AMYR",0,0,0,0,25,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24402919,"MAU-1222 15",2.5,NA,197
198,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PLUT",0,0,0,0,40,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.220060444,"MAU-1222 15",2.5,NA,198
199,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"AMYR",0,0,0,0,3,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.112986136,"MAU-1222 15",2.5,NA,199
200,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PCHI",0,0,0,0,45,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.214642653,"MAU-1222 15",2.5,NA,200
201,"JC",2022,"RA2201","MAU-1222","A","15",1,1,0,"HCOE",0,0,-1,0,NA,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034729782,"MAU-1222 15",1,NA,201
202,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"AMYR",0,0,0,0,3,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.130494124,"MAU-1222 15",2.5,NA,202
203,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"CYPS",0,0,0,0,55,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065737492,"MAU-1222 15",2.5,NA,203
204,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"AMYR",0,0,0,0,30,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.998715055,"MAU-1222 15",2.5,NA,204
205,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PMEA",0,0,0,0,5,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.081455138,"MAU-1222 15",2.5,NA,205
206,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"CYPS",0,0,0,0,60,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10374625,"MAU-1222 15",2.5,NA,206
207,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"GOSP",0,0,0,0,2,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065120504,"MAU-1222 15",2.5,NA,207
208,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PPRO",0,0,0,0,5,"EM",NA,NA,NA,NA,NA,NA,"FUG",10,NA,NA,NA,NA,NA,NA,NA,0.09893133,"MAU-1222 15",2.5,NA,208
209,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"HCOE",0,0,0,0,50,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.238669152,"MAU-1222 15",2.5,NA,209
210,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PMEA",0,0,0,0,0,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053526447,"MAU-1222 15",2.5,NA,210
211,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"HCOE",0,0,0,0,10,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.051458671,"MAU-1222 15",2.5,NA,211
212,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"AMYR",0,0,0,0,25,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.348292468,"MAU-1222 15",2.5,NA,212
213,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"AMYR",0,0,0,0,3,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.145324408,"MAU-1222 15",2.5,NA,213
214,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"GOSP",0,0,0,0,2,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.103222741,"MAU-1222 15",2.5,NA,214
215,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"GEDW",0,0,0,0,8,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.127524277,"MAU-1222 15",2.5,NA,215
216,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"GEDW",0,0,0,0,5,"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107712384,"MAU-1222 15",2.5,NA,216
217,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"AMYR",0,0,0,0,2,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.214368294,"MAU-1222 15",2.5,NA,217
218,"JC",2022,"RA2201","MAU-1222","A","15",2.5,1,0,"PVAR",0,0,0,0,8,"EM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.134243017,"MAU-1222 15",2.5,NA,218
