"FID","ANALYST","OBS_YEAR","MISSION_ID","SITE","TRANSECT","SEGMENT","SEGLENGTH","SEGWIDTH","NO_COLONY","SPCODE","EX_BOUND","JUVENILE","FRAGMENT","REMNANT","OLDDEAD","MORPH_CODE","RDCAUSE1","RD_1","RDCAUSE2","RD_2","RDCAUSE3","RD_3","CON_1","EXTENT_1","SEV_1","CON_2","EXTENT_2","SEV_2","CON_3","EXTENT_3","SEV_3","Shape_Leng","site_seg","SEGAREA","totaldead"
"120","MA",2019,"SE1902","HAW-04241","B","10",2.5,1,"0","PLOB","0",0,"0","0",35,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.216925725,"HAW-04241 10",2.5,35
"121","MA",2019,"SE1902","HAW-04241","B","10",2.5,1,"0","PLOB","0",0,"0","0",25,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.417995371,"HAW-04241 10",2.5,25
"122","MA",2019,"SE1902","HAW-04241","B","10",2.5,1,"0","PLOB","0",0,"0","0",55,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.478374079,"HAW-04241 10",2.5,55
"123","MA",2019,"SE1902","HAW-04241","B","5",1,1,"0","MCAP","0",-1,"0","0",0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.047793827,"HAW-04241 5",1,0
"124","MA",2019,"SE1902","HAW-04241","B","10",2.5,1,"0","LPUR","0",0,"0","0",92,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.229697583,"HAW-04241 10",2.5,92
"125","MA",2019,"SE1902","HAW-04241","B","10",2.5,1,"0","MPAT","0",0,"0","0",0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.062186815,"HAW-04241 10",2.5,0
"126","MA",2019,"SE1902","HAW-04241","B","10",2.5,1,"0","PLOB","0",0,"0","0",30,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.256734454,"HAW-04241 10",2.5,30
"127","MA",2019,"SE1902","HAW-04241","B","10",1,1,"-1",NA,"0",-1,"0","0",0,NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.005903389,"HAW-04241 10",1,0
"128","MA",2019,"SE1902","HAW-04241","B","5",1,1,"0","MOSP","0",-1,"0","0",0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.02593569,"HAW-04241 5",1,0
"129","MA",2019,"SE1902","HAW-04241","B","5",1,1,"0","MPAT","0",-1,"0","0",0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.04129891,"HAW-04241 5",1,0
"130","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","POSP","0",0,"0","0",3,"KN","DZGN",1,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.0786,"HAW-04259 5",2.5,4
"131","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",55,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.290170226,"HAW-04259 5",2.5,55
"132","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",10,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.153454684,"HAW-04259 5",2.5,10
"133","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",40,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.26662708,"HAW-04259 5",2.5,40
"134","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",5,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.056620226,"HAW-04259 5",2.5,5
"135","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",0,"EC",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.066236697,"HAW-04259 5",2.5,0
"136","MA",2019,"SE1902","HAW-04259","B","5",1,1,"0","POSP","0",-1,"0","0",0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.030870698,"HAW-04259 5",1,0
"137","MA",2019,"SE1902","HAW-04259","B","5",1,1,"0","POSP","0",-1,"0","0",0,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.014176742,"HAW-04259 5",1,0
"138","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",40,"BR",NA,0,NA,0,NA,0,"ALG",2,0,NA,0,0,NA,0,0,0.443599018,"HAW-04259 5",2.5,40
"139","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",30,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.322524108,"HAW-04259 5",2.5,30
"140","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",20,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.157516856,"HAW-04259 5",2.5,20
"141","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",10,"BR",NA,0,NA,0,NA,0,"BLE",60,2,NA,0,0,NA,0,0,0.295741947,"HAW-04259 5",2.5,10
"142","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"-1","0",55,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.192394023,"HAW-04259 5",2.5,55
"143","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"-1","0",70,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.257693636,"HAW-04259 5",2.5,70
"144","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"-1","0",5,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.124780007,"HAW-04259 5",2.5,5
"145","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",0,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.083207271,"HAW-04259 5",2.5,0
"146","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",15,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.377948382,"HAW-04259 5",2.5,15
"147","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",55,"KN",NA,0,NA,0,NA,0,"PTR",1,0,NA,0,0,NA,0,0,0.156004774,"HAW-04259 5",2.5,55
"148","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",50,"BR","TLS",5,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.155378409,"HAW-04259 5",2.5,55
"149","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",35,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.393607533,"HAW-04259 5",2.5,35
"150","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",3,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.106618244,"HAW-04259 5",2.5,3
"151","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",2,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.075227987,"HAW-04259 5",2.5,2
"152","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",55,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.215014721,"HAW-04259 5",2.5,55
"153","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",15,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.117902714,"HAW-04259 5",2.5,15
"154","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",0,"CO",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.05642783,"HAW-04259 5",2.5,0
"155","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",5,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.091622815,"HAW-04259 5",2.5,5
"156","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",0,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.061218054,"HAW-04259 5",2.5,0
"157","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",15,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.084978173,"HAW-04259 5",2.5,15
"158","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","POSP","0",0,"0","0",0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.07199868,"HAW-04259 5",2.5,0
"159","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",60,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.272044353,"HAW-04259 5",2.5,60
"160","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","POSP","0",0,"0","0",0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.081081687,"HAW-04259 5",2.5,0
"161","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PLOB","0",0,"0","0",0,"MD",NA,0,NA,0,NA,0,"ALG",3,0,NA,0,0,NA,0,0,0.052908317,"HAW-04259 5",2.5,0
"162","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",20,"CO",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.083943135,"HAW-04259 5",2.5,20
"163","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"-1","0",10,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.080271788,"HAW-04259 5",2.5,10
"164","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",0,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.053845427,"HAW-04259 5",2.5,0
"165","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"-1","0",5,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.066464126,"HAW-04259 5",2.5,5
"166","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PLOB","0",0,"0","0",0,"MD",NA,0,NA,0,NA,0,"PTR",2,0,NA,0,0,NA,0,0,0.212451993,"HAW-04259 5",2.5,0
"167","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",65,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.164742952,"HAW-04259 5",2.5,65
"168","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",3,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.078742175,"HAW-04259 5",2.5,3
"169","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",3,"KN",NA,0,NA,0,NA,0,"PTR",2,0,NA,0,0,NA,0,0,0.123074774,"HAW-04259 5",2.5,3
"170","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",0,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.06691375,"HAW-04259 5",2.5,0
"171","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",3,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.091458626,"HAW-04259 5",2.5,3
"172","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",2,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.093944347,"HAW-04259 5",2.5,2
"173","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",5,"BR","OVRG",1,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.150805902,"HAW-04259 5",2.5,6
"174","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",2,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.162071126,"HAW-04259 5",2.5,2
"175","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PLOB","0",0,"0","0",20,"MD",NA,0,NA,0,NA,0,"PRS",2,0,NA,0,0,NA,0,0,0.274597051,"HAW-04259 5",2.5,20
"176","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",35,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.179916091,"HAW-04259 5",2.5,35
"177","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",70,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.400727351,"HAW-04259 5",2.5,70
"178","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PLOB","0",0,"0","0",60,"MD",NA,0,NA,0,NA,0,"ALG",2,0,NA,0,0,NA,0,0,0.199386184,"HAW-04259 5",2.5,60
"179","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",40,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.242376649,"HAW-04259 5",2.5,40
"180","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",5,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.07990776,"HAW-04259 5",2.5,5
"181","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"-1","0",10,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.120072186,"HAW-04259 5",2.5,10
"182","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",35,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.184655925,"HAW-04259 5",2.5,35
"183","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",45,"BR",NA,0,NA,0,NA,0,"ALG",2,0,NA,0,0,NA,0,0,0.261075947,"HAW-04259 5",2.5,45
"184","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",25,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.094773467,"HAW-04259 5",2.5,25
"185","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",3,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.141291896,"HAW-04259 5",2.5,3
"186","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PLOB","0",0,"0","0",20,"MD",NA,0,NA,0,NA,0,"PTR",1,0,NA,0,0,NA,0,0,0.2802612,"HAW-04259 5",2.5,20
"187","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"-1","0",65,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.274764263,"HAW-04259 5",2.5,65
"188","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PLOB","0",0,"0","0",15,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.124149345,"HAW-04259 5",2.5,15
"189","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",25,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.173041295,"HAW-04259 5",2.5,25
"190","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",10,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.150668444,"HAW-04259 5",2.5,10
"191","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",0,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.071654727,"HAW-04259 5",2.5,0
"192","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",40,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.171366566,"HAW-04259 5",2.5,40
"193","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",65,"KN",NA,0,NA,0,NA,0,"ALG",2,0,NA,0,0,NA,0,0,0.231315413,"HAW-04259 5",2.5,65
"194","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"-1","0",10,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.058440055,"HAW-04259 5",2.5,10
"195","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","POSP","0",0,"0","0",2,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.064228108,"HAW-04259 5",2.5,2
"196","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",0,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.140885379,"HAW-04259 5",2.5,0
"197","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",15,"CO",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.058580629,"HAW-04259 5",2.5,15
"198","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",0,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.074111605,"HAW-04259 5",2.5,0
"199","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"-1","0",65,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.280160418,"HAW-04259 5",2.5,65
"200","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",10,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.116535189,"HAW-04259 5",2.5,10
"201","MA",2019,"SE1902","HAW-04259","B","5",1,1,"0","POCS","0",-1,"0","0",0,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.026631185,"HAW-04259 5",1,0
"202","MA",2019,"SE1902","HAW-04259","B","5",1,1,"0","POSP","0",-1,"0","0",0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.017692089,"HAW-04259 5",1,0
"203","MA",2019,"SE1902","HAW-04259","B","5",1,1,"0","POSP","0",-1,"0","0",0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.013287965,"HAW-04259 5",1,0
"204","MA",2019,"SE1902","HAW-04259","B","5",1,1,"0","POSP","0",-1,"0","0",0,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.020340354,"HAW-04259 5",1,0
"205","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",45,"BR","TLS",3,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.191422517,"HAW-04259 5",2.5,48
"206","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",15,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.132609087,"HAW-04259 5",2.5,15
"207","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",10,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.150054723,"HAW-04259 5",2.5,10
"208","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"-1","0",90,"BR","DZGN",1,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.335790888,"HAW-04259 5",2.5,91
"209","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",0,"EC",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.050575192,"HAW-04259 5",2.5,0
"210","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",40,"BR",NA,0,NA,0,NA,0,"ALG",1,0,NA,0,0,NA,0,0,0.561264092,"HAW-04259 5",2.5,40
"211","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",60,"CO",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.072702475,"HAW-04259 5",2.5,60
"212","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",20,"EC",NA,0,NA,0,NA,0,"ALG",2,0,NA,0,0,NA,0,0,0.252760776,"HAW-04259 5",2.5,20
"213","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",35,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.185809042,"HAW-04259 5",2.5,35
"214","MA",2019,"SE1902","HAW-04259","B","5",1,1,"0","PCOM","0",-1,"0","0",0,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.036432129,"HAW-04259 5",1,0
"215","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",60,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.187035639,"HAW-04259 5",2.5,60
"216","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"-1","0",85,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.495028534,"HAW-04259 5",2.5,85
"217","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",15,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.274432251,"HAW-04259 5",2.5,15
"218","MA",2019,"SE1902","HAW-04259","B","5",2.5,1,"0","PCOM","0",0,"0","0",1,"BR",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.054099999,"HAW-04259 5",2.5,1
"219","MA",2019,"SE1902","HAW-04260","B","0",1,1,"0","PLOB","0",-1,"0","0",0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.044801786,"HAW-04260 0",1,0
"220","MA",2019,"SE1902","HAW-04260","B","0",1,1,"0","PLOB","0",-1,"0","0",0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.014848906,"HAW-04260 0",1,0
"221","MA",2019,"SE1902","HAW-04260","B","0",1,1,"0","PLOB","0",-1,"0","0",0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.020348218,"HAW-04260 0",1,0
"222","MA",2019,"SE1902","HAW-04260","B","0",1,1,"0","PLOB","0",-1,"0","0",0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.018650737,"HAW-04260 0",1,0
"223","MA",2019,"SE1902","HAW-04260","B","0",1,1,"0","PLOB","0",-1,"0","0",0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.028214358,"HAW-04260 0",1,0
"224","MA",2019,"SE1902","HAW-04260","B","0",2.5,1,"0","PLOB","0",0,"0","0",40,"MD",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.05896041,"HAW-04260 0",2.5,40
"225","MA",2019,"SE1902","HAW-04260","B","0",1,1,"0","PLOB","0",-1,"0","0",0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.007778175,"HAW-04260 0",1,0
"226","MA",2019,"SE1902","HAW-04260","B","0",1,1,"0","PLOB","0",-1,"0","0",0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.012706297,"HAW-04260 0",1,0
"227","MA",2019,"SE1902","HAW-04260","B","0",2.5,1,"0","PLOB","0",0,"0","0",15,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.053834004,"HAW-04260 0",2.5,15
"228","MA",2019,"SE1902","HAW-04260","B","0",1,1,"0","PLOB","0",-1,"0","0",0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.025529003,"HAW-04260 0",1,0
"229","MA",2019,"SE1902","HAW-04260","B","0",1,1,"0","PLOB","0",-1,"0","0",0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.027183083,"HAW-04260 0",1,0
"230","MA",2019,"SE1902","HAW-04260","B","0",1,1,"0","PLOB","0",-1,"0","0",0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.021931711,"HAW-04260 0",1,0
"231","MA",2019,"SE1902","HAW-04260","B","0",1,1,"0","PLOB","0",-1,"0","0",0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.008736131,"HAW-04260 0",1,0
"232","MA",2019,"SE1902","HAW-04260","B","0",1,1,"0","PLOB","0",-1,"0","0",0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.011920151,"HAW-04260 0",1,0
"233","MA",2019,"SE1902","HAW-04260","B","0",1,1,"0","PLOB","0",-1,"0","0",0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.016824388,"HAW-04260 0",1,0
"234","MA",2019,"SE1902","HAW-04260","B","0",1,1,"0","PLOB","0",-1,"0","0",0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.00990404,"HAW-04260 0",1,0
"235","MA",2019,"SE1902","HAW-04260","B","0",1,1,"0","PLOB","0",-1,"0","0",0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.008236503,"HAW-04260 0",1,0
"236","MA",2019,"SE1902","HAW-04263","B","5",2.5,1,"0","PCOM","0",0,"0","0",40,"BR",NA,0,NA,0,NA,0,"PRS",2,0,"ALG",2,0,NA,0,0,0.594655565,"HAW-04263 5",2.5,40
"237","MA",2019,"SE1902","HAW-04263","B","5",2.5,1,"0","PLOB","0",0,"0","0",0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.087848278,"HAW-04263 5",2.5,0
"238","MA",2019,"SE1902","HAW-04263","B","5",2.5,1,"0","PLOB","0",0,"0","0",0,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.051688781,"HAW-04263 5",2.5,0
"239","MA",2019,"SE1902","HAW-04263","B","5",2.5,1,"0","PCOM","0",0,"0","0",10,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.097863425,"HAW-04263 5",2.5,10
"240","MA",2019,"SE1902","HAW-04263","B","5",2.5,1,"0","PLOB","0",0,"0","0",5,"EM",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.109076898,"HAW-04263 5",2.5,5
"241","MA",2019,"SE1902","HAW-04263","B","5",2.5,1,"0","PCOM","0",0,"0","0",60,"KN",NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0.239956766,"HAW-04263 5",2.5,60
