"FID","ANALYST","OBS_YEAR","MISSION_ID","SITE","SEGMENT","SEGLENGTH","SEGWIDTH","NO_COLONY_","SPCODE","FRAGMENT_Y","MORPH_CODE","EX_BOUND","OLDDEAD","RDCAUSE1","RD_1","RDCAUSE2","RD_2","RDCAUSE3","RD_3","CON_1","EXTENT_1","SEV_1","CON_2","EXTENT_2","SEV_2","CON_3","EXTENT_3","SEV_3","SHAPE_Leng","SEGAREA","site_seg"
167,"MA",2019,"SE1902","HAW-04240","5",2.5,1,0,"PLOB",0,"MD",0,30,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.407339231,2.5,"HAW-04240 5"
168,"MA",2019,"SE1902","HAW-04240","5",2.5,1,0,"PLOB",0,"MD",0,15,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.069327123,2.5,"HAW-04240 5"
169,"MA",2019,"SE1902","HAW-04240","5",2.5,1,0,"PLOB",0,"MD",0,60,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.196462567,2.5,"HAW-04240 5"
170,"MA",2019,"SE1902","HAW-04240","5",2.5,1,0,"PLOB",0,"EM",0,20,"NA",0,"NA",0,"NA",0,"ALG",2,0,"NA",0,0,"NA",0,0,0.099236737,2.5,"HAW-04240 5"
171,"MA",2019,"SE1902","HAW-04240","5",2.5,1,0,"PLOB",0,"EM",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.07216204,2.5,"HAW-04240 5"
174,"MA",2019,"SE1902","HAW-04240","5",2.5,1,0,"PLOB",0,"EM",0,55,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.054540444,2.5,"HAW-04240 5"
189,"RS",2019,"SE1902","HAW-04240","5",2.5,1,0,"PLOB",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.055814425,2.5,"HAW-04240 5"
190,"RS",2019,"SE1902","HAW-04240","5",2.5,1,0,"PLOB",0,"EM",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.054504679,2.5,"HAW-04240 5"
192,"RS",2019,"SE1902","HAW-04240","5",2.5,1,0,"PLOB",0,"MD",0,70,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.212970091,2.5,"HAW-04240 5"
193,"RS",2019,"SE1902","HAW-04240","5",2.5,1,0,"PLOB",0,"MD",0,75,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.144002847,2.5,"HAW-04240 5"
194,"RS",2019,"SE1902","HAW-04240","5",2.5,1,0,"PLOB",0,"EM",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.051623639,2.5,"HAW-04240 5"
195,"RS",2019,"SE1902","HAW-04240","5",2.5,1,0,"PLOB",0,"EM",0,30,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.089408333,2.5,"HAW-04240 5"
198,"RS",2019,"SE1902","HAW-04240","5",2.5,1,0,"PLOB",0,"EM",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.095608472,2.5,"HAW-04240 5"
206,"RS",2019,"SE1902","HAW-04240","5",2.5,1,0,"PLOB",0,"MD",0,15,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.123572974,2.5,"HAW-04240 5"
207,"RS",2019,"SE1902","HAW-04240","5",2.5,1,0,"PLOB",0,"MD",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.091848244,2.5,"HAW-04240 5"
208,"RS",2019,"SE1902","HAW-04240","5",2.5,1,0,"PLOB",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.053096515,2.5,"HAW-04240 5"
209,"RS",2019,"SE1902","HAW-04240","5",2.5,1,0,"PLOB",0,"EM",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.09271359,2.5,"HAW-04240 5"
210,"RS",2019,"SE1902","HAW-04240","5",2.5,1,0,"PLOB",0,"MD",0,45,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.082652162,2.5,"HAW-04240 5"
211,"RS",2019,"SE1902","HAW-04240","5",2.5,1,0,"PLOB",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.0953,2.5,"HAW-04240 5"
215,"RS",2019,"SE1902","HAW-04240","5",2.5,1,0,"PLOB",0,"EM",0,25,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.092002663,2.5,"HAW-04240 5"
216,"RS",2019,"SE1902","HAW-04240","5",2.5,1,0,"PLOB",0,"EM",0,25,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.099315508,2.5,"HAW-04240 5"
217,"RS",2019,"SE1902","HAW-04240","5",2.5,1,0,"PLOB",0,"MD",0,70,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.149144292,2.5,"HAW-04240 5"
218,"RS",2019,"SE1902","HAW-04240","5",2.5,1,0,"PLOB",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.083982439,2.5,"HAW-04240 5"
219,"RS",2019,"SE1902","HAW-04240","5",2.5,1,0,"PLOB",0,"MD",0,30,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.409834419,2.5,"HAW-04240 5"
220,"RS",2019,"SE1902","HAW-04240","5",2.5,1,0,"PLOB",0,"MD",0,25,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.078136867,2.5,"HAW-04240 5"
221,"RS",2019,"SE1902","HAW-04240","5",2.5,1,0,"PLUT",0,"MD",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.206472274,2.5,"HAW-04240 5"
222,"RS",2019,"SE1902","HAW-04240","5",2.5,1,0,"PLUT",0,"MD",0,65,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.287013119,2.5,"HAW-04240 5"
223,"RS",2019,"SE1902","HAW-04240","5",2.5,1,0,"PLUT",0,"MD",0,70,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.163054101,2.5,"HAW-04240 5"
224,"RS",2019,"SE1902","HAW-04240","5",2.5,1,0,"PLOB",0,"MD",0,25,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.194553848,2.5,"HAW-04240 5"
225,"RS",2019,"SE1902","HAW-04240","5",2.5,1,0,"PLOB",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.060729976,2.5,"HAW-04240 5"
226,"RS",2019,"SE1902","HAW-04240","5",2.5,1,0,"PLUT",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.052814014,2.5,"HAW-04240 5"
227,"RS",2019,"SE1902","HAW-04240","5",2.5,1,0,"PLOB",0,"MD",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.074053089,2.5,"HAW-04240 5"
228,"MA",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,45,"NA",0,"NA",0,"NA",0,"PTR",3,0,"NA",0,0,"NA",0,0,0.95481027,2.5,"HAW-04241 5"
229,"MA",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,25,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.364248953,2.5,"HAW-04241 5"
230,"MA",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.197355821,2.5,"HAW-04241 5"
231,"MA",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.144391724,2.5,"HAW-04241 5"
232,"MA",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,3,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.105512701,2.5,"HAW-04241 5"
233,"MA",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,7,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.378686414,2.5,"HAW-04241 5"
234,"MA",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,3,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.068282501,2.5,"HAW-04241 5"
235,"MA",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,60,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,1.171796061,2.5,"HAW-04241 5"
236,"MA",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.053224056,2.5,"HAW-04241 5"
237,"MA",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,7,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.072685763,2.5,"HAW-04241 5"
238,"MA",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,30,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.334140823,2.5,"HAW-04241 5"
239,"MA",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,15,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.077530188,2.5,"HAW-04241 5"
240,"MA",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,2,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.057032009,2.5,"HAW-04241 5"
241,"MA",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,25,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.204208177,2.5,"HAW-04241 5"
242,"MA",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.136460435,2.5,"HAW-04241 5"
243,"MA",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.28177058,2.5,"HAW-04241 5"
244,"MA",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,60,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.1480379,2.5,"HAW-04241 5"
245,"MA",2019,"SE1902","HAW-04241","5",2.5,1,0,"MPAT",0,"EM",0,7,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.071879136,2.5,"HAW-04241 5"
247,"MA",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,25,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.354971224,2.5,"HAW-04241 5"
248,"MA",2019,"SE1902","HAW-04241","10",2.5,1,0,"PLOB",0,"MD",0,45,"NA",0,"NA",0,"NA",0,"ALG",5,0,"NA",0,0,"NA",0,0,1.248458385,2.5,"HAW-04241 10"
249,"MA",2019,"SE1902","HAW-04241","10",2.5,1,0,"MCAP",0,"EM",0,2,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.056642387,2.5,"HAW-04241 10"
250,"MA",2019,"SE1902","HAW-04241","10",2.5,1,0,"PLOB",0,"MD",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.14069236,2.5,"HAW-04241 10"
251,"MA",2019,"SE1902","HAW-04241","10",2.5,1,0,"PLOB",0,"MD",0,70,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.251681485,2.5,"HAW-04241 10"
252,"MA",2019,"SE1902","HAW-04241","10",2.5,1,0,"MCAP",0,"EM",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.072630916,2.5,"HAW-04241 10"
253,"MA",2019,"SE1902","HAW-04241","10",2.5,1,0,"PLOB",0,"MD",0,60,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.441242178,2.5,"HAW-04241 10"
254,"MA",2019,"SE1902","HAW-04241","10",2.5,1,0,"PLOB",0,"MD",0,25,"NA",0,"NA",0,"NA",0,"PRS",7,0,"SGA",2,0,"NA",0,0,0.244019426,2.5,"HAW-04241 10"
255,"MA",2019,"SE1902","HAW-04241","10",2.5,1,0,"PLOB",0,"MD",0,40,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.525106997,2.5,"HAW-04241 10"
256,"MA",2019,"SE1902","HAW-04241","10",2.5,1,0,"PLOB",0,"MD",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.187177054,2.5,"HAW-04241 10"
257,"MA",2019,"SE1902","HAW-04241","10",2.5,1,0,"PLOB",0,"MD",0,45,"NA",0,"NA",0,"NA",0,"PRS",5,0,"NA",0,0,"NA",0,0,0.895933619,2.5,"HAW-04241 10"
258,"MA",2019,"SE1902","HAW-04241","10",2.5,1,0,"PLOB",0,"MD",0,15,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.123534004,2.5,"HAW-04241 10"
259,"MA",2019,"SE1902","HAW-04241","10",2.5,1,0,"PLOB",0,"MD",0,35,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.216925725,2.5,"HAW-04241 10"
260,"MA",2019,"SE1902","HAW-04241","10",2.5,1,0,"PLOB",0,"MD",0,25,"NA",0,"NA",0,"NA",0,"ALG",5,0,"NA",0,0,"NA",0,0,0.417995371,2.5,"HAW-04241 10"
261,"MA",2019,"SE1902","HAW-04241","10",2.5,1,0,"PLOB",0,"MD",0,55,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.478374079,2.5,"HAW-04241 10"
263,"MA",2019,"SE1902","HAW-04241","10",2.5,1,0,"LPUR",0,"EM",0,92,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.229697583,2.5,"HAW-04241 10"
264,"MA",2019,"SE1902","HAW-04241","10",2.5,1,0,"MPAT",0,"EM",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.062186815,2.5,"HAW-04241 10"
265,"MA",2019,"SE1902","HAW-04241","10",2.5,1,0,"PLOB",0,"MD",0,30,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.256734454,2.5,"HAW-04241 10"
269,"RS",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,40,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.924170808,2.5,"HAW-04241 5"
270,"RS",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,60,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.500176859,2.5,"HAW-04241 5"
272,"RS",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,70,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.201758667,2.5,"HAW-04241 5"
274,"RS",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.128859381,2.5,"HAW-04241 5"
276,"RS",2019,"SE1902","HAW-04241","5",2.5,1,0,"MPAT",0,"EM",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.061356092,2.5,"HAW-04241 5"
277,"RS",2019,"SE1902","HAW-04241","5",2.5,1,0,"MPAT",0,"EM",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.076978763,2.5,"HAW-04241 5"
278,"RS",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.068692722,2.5,"HAW-04241 5"
279,"RS",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,25,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.051680653,2.5,"HAW-04241 5"
280,"RS",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,15,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.137736341,2.5,"HAW-04241 5"
281,"RS",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,30,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.377804288,2.5,"HAW-04241 5"
282,"RS",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.060271717,2.5,"HAW-04241 5"
283,"RS",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,15,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.054915389,2.5,"HAW-04241 5"
284,"RS",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.219408159,2.5,"HAW-04241 5"
285,"RS",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,80,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.052216186,2.5,"HAW-04241 5"
286,"RS",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.07071591,2.5,"HAW-04241 5"
287,"RS",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"SGA",1,0,"NA",0,0,"NA",0,0,0.063145862,2.5,"HAW-04241 5"
288,"RS",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.065495649,2.5,"HAW-04241 5"
289,"RS",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,25,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.31981371,2.5,"HAW-04241 5"
290,"RS",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,15,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.359036892,2.5,"HAW-04241 5"
291,"RS",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,25,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.301383543,2.5,"HAW-04241 5"
292,"RS",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,5,"NA",0,"NA",0,"NA",0,"SGA",1,0,"NA",0,0,"NA",0,0,0.105724358,2.5,"HAW-04241 5"
293,"RS",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,40,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.087590982,2.5,"HAW-04241 5"
294,"RS",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,75,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,1.389587852,2.5,"HAW-04241 5"
295,"RS",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLUT",0,"MD",0,65,"PRED",5,"OVRG",20,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.406159735,2.5,"HAW-04241 5"
296,"RS",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.069060625,2.5,"HAW-04241 5"
297,"RS",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.059592113,2.5,"HAW-04241 5"
298,"RS",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.081516257,2.5,"HAW-04241 5"
299,"RS",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.278242808,2.5,"HAW-04241 5"
300,"RS",2019,"SE1902","HAW-04241","5",2.5,1,0,"PLOB",0,"MD",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.127012796,2.5,"HAW-04241 5"
301,"RS",2019,"SE1902","HAW-04241","10",2.5,1,0,"PLOB",0,"MD",0,40,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.194215472,2.5,"HAW-04241 10"
302,"RS",2019,"SE1902","HAW-04241","10",2.5,1,0,"PLOB",0,"MD",0,75,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.254295617,2.5,"HAW-04241 10"
304,"RS",2019,"SE1902","HAW-04241","10",2.5,1,0,"PLOB",0,"MD",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.120712717,2.5,"HAW-04241 10"
305,"RS",2019,"SE1902","HAW-04241","10",2.5,1,0,"PLOB",0,"MD",0,50,"TLS",1,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,1.220262747,2.5,"HAW-04241 10"
306,"RS",2019,"SE1902","HAW-04241","10",2.5,1,0,"PLOB",0,"MD",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.068668042,2.5,"HAW-04241 10"
307,"RS",2019,"SE1902","HAW-04241","10",2.5,1,0,"PLOB",0,"MD",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.128212715,2.5,"HAW-04241 10"
308,"RS",2019,"SE1902","HAW-04241","10",2.5,1,0,"PLOB",0,"MD",0,75,"NA",0,"NA",0,"NA",0,"SGA",1,0,"NA",0,0,"NA",0,0,0.455331714,2.5,"HAW-04241 10"
309,"RS",2019,"SE1902","HAW-04241","10",2.5,1,0,"PLOB",0,"MD",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.099138539,2.5,"HAW-04241 10"
310,"RS",2019,"SE1902","HAW-04241","10",2.5,1,0,"PLUT",0,"MD",0,1,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.129926132,2.5,"HAW-04241 10"
311,"RS",2019,"SE1902","HAW-04241","10",2.5,1,0,"PLOB",0,"MD",0,35,"NA",0,"NA",0,"NA",0,"DIS",2,0,"NA",0,0,"NA",0,0,0.100679492,2.5,"HAW-04241 10"
312,"RS",2019,"SE1902","HAW-04241","10",2.5,1,0,"PLUT",0,"MD",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.063734213,2.5,"HAW-04241 10"
313,"RS",2019,"SE1902","HAW-04241","10",2.5,1,0,"PLOB",0,"MD",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.113752407,2.5,"HAW-04241 10"
314,"RS",2019,"SE1902","HAW-04241","10",2.5,1,0,"PLOB",0,"MD",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.122402001,2.5,"HAW-04241 10"
315,"RS",2019,"SE1902","HAW-04241","10",2.5,1,0,"PLOB",0,"MD",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.133885024,2.5,"HAW-04241 10"
316,"RS",2019,"SE1902","HAW-04241","10",2.5,1,0,"PLOB",0,"MD",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.19084423,2.5,"HAW-04241 10"
317,"RS",2019,"SE1902","HAW-04241","10",2.5,1,0,"MCAP",0,"EM",0,1,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.0873,2.5,"HAW-04241 10"
318,"RS",2019,"SE1902","HAW-04241","10",2.5,1,0,"PLOB",0,"MD",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.168670596,2.5,"HAW-04241 10"
319,"RS",2019,"SE1902","HAW-04241","10",2.5,1,0,"PLOB",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.080331812,2.5,"HAW-04241 10"
320,"RS",2019,"SE1902","HAW-04241","10",2.5,1,0,"PLOB",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.118678938,2.5,"HAW-04241 10"
321,"RS",2019,"SE1902","HAW-04241","10",2.5,1,0,"PLOB",0,"MD",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.0568542,2.5,"HAW-04241 10"
322,"RS",2019,"SE1902","HAW-04241","10",2.5,1,0,"PLOB",0,"MD",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.152925407,2.5,"HAW-04241 10"
323,"RS",2019,"SE1902","HAW-04241","10",2.5,1,0,"PLOB",0,"MD",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.075862045,2.5,"HAW-04241 10"
324,"RS",2019,"SE1902","HAW-04241","10",2.5,1,0,"PLOB",0,"MD",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.464825667,2.5,"HAW-04241 10"
325,"RS",2019,"SE1902","HAW-04241","10",2.5,1,0,"PLOB",0,"MD",0,30,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.193632461,2.5,"HAW-04241 10"
326,"RS",2019,"SE1902","HAW-04241","10",2.5,1,0,"PLOB",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.147535284,2.5,"HAW-04241 10"
327,"RS",2019,"SE1902","HAW-04241","10",2.5,1,0,"PLOB",0,"MD",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.278225016,2.5,"HAW-04241 10"
