OID_,ANALYST,OBS_YEAR,MISSION_ID,SITE,TRANSECT,SEGMENT,SEGLENGTH,SEGWIDTH,NO_COLONY,SPCODE,EX_BOUND,FRAGMENT,JUVENILE,REMNANT,OLDDEAD,MORPH_CODE,JUV_SUBSTRATE,RDCAUSE_1,RD_1,RDCAUSE_2,RD_2,RDCAUSE_3,RD_3,CON_1,EXTENT_1,SEV_1,CON_2,EXTENT_2,SEV_2,CON_3,EXTENT_3,SEV_3,Mosaic_Issues,Shape_Length
164,JC,2023,RA2301,BAK-2031,A,0,2.5000000,1.0000000,0,ACSP,0,0,0,0,0,CB,,,,,,,,,,,,,,,,,,0.063762842490330
165,JC,2023,RA2301,BAK-2031,A,0,2.5000000,1.0000000,0,ACSP,0,0,0,0,2,CB,,,,,,,,,,,,,,,,,,0.104867391813750
166,JC,2023,RA2301,BAK-2031,A,0,2.5000000,1.0000000,0,ACSP,0,0,0,0,5,CB,,,,,,,,,,,,,,,,,,0.176803874697831
167,JC,2023,RA2301,BAK-2031,A,0,2.5000000,1.0000000,0,ACSP,0,0,0,0,3,CB,,,,,,,,,,,,,,,,,,0.059010846648774
168,JC,2023,RA2301,BAK-2031,A,0,2.5000000,1.0000000,0,MOSP,0,0,0,0,10,FO,,,,,,,,,,,,,,,,,,0.186430041065086
169,JC,2023,RA2301,BAK-2031,A,0,2.5000000,1.0000000,0,ACSP,0,0,0,0,0,CB,,,,,,,,,,,,,,,,,,0.051893063320671
170,JC,2023,RA2301,BAK-2031,A,0,1.0000000,1.0000000,0,ACSP,0,0,-1,0,,CB,TURFH,,,,,,,,,,,,,,,,,0.034879362617828
171,JC,2023,RA2301,BAK-2031,A,0,2.5000000,1.0000000,0,PMVC,0,0,0,0,,BR,,FISH,3,,,,,,,,,,,,,,,0.088916702251767
172,JC,2023,RA2301,BAK-2031,A,0,2.5000000,1.0000000,0,MOSP,0,0,0,0,50,FO,,,,,,,,,,,,,,,,,,0.163321339259925
173,JC,2023,RA2301,BAK-2031,A,0,2.5000000,1.0000000,0,ACSP,0,0,0,0,3,CB,,,,,,,,,,,,,,,,,,0.135707664787072
174,JC,2023,RA2301,BAK-2031,A,0,2.5000000,1.0000000,0,ACSP,0,0,0,0,10,CB,,,,,,,,,,,,,,,,,,0.065068348860569
175,JC,2023,RA2301,BAK-2031,A,0,2.5000000,1.0000000,0,ACSP,0,0,0,0,20,CB,,,,,,,,,,,,,,,,,,0.059753660483315
176,JC,2023,RA2301,BAK-2031,A,0,2.5000000,1.0000000,0,ACSP,0,0,0,0,5,CB,,,,,,,,,,,,,,,,,,0.084896229465862
177,JC,2023,RA2301,BAK-2031,A,0,2.5000000,1.0000000,0,ACSP,0,0,0,0,3,CB,,,,,,,,,,,,,,,,,,0.076791797038505
178,JC,2023,RA2301,BAK-2031,A,0,2.5000000,1.0000000,0,ACSP,0,0,0,0,70,CB,,,,,,,,,,,,,,,,,,0.069047302875056
179,JC,2023,RA2301,BAK-2031,A,0,2.5000000,1.0000000,0,ACSP,0,0,0,0,15,CB,,,,,,,,,,,,,,,,,,0.048603703879297
180,JC,2023,RA2301,BAK-2031,A,0,2.5000000,1.0000000,0,ACSP,0,0,0,0,10,CB,,,,,,,,,,,,,,,,,,0.066135390158950
181,JC,2023,RA2301,BAK-2031,A,0,2.5000000,1.0000000,0,PMVC,0,0,0,0,0,BR,,,,,,,,,,,,,,,,,,0.054594962741317
182,JC,2023,RA2301,BAK-2031,A,0,2.5000000,1.0000000,0,ACSP,0,0,0,0,1,CB,,,,,,,,,,,,,,,,,,0.108888063080975
183,JC,2023,RA2301,BAK-2031,A,0,2.5000000,1.0000000,0,ACSP,0,0,0,0,3,CB,,,,,,,,,,,,,,,,,,0.121384719360040
184,JC,2023,RA2301,BAK-2031,A,0,2.5000000,1.0000000,0,ACSP,0,0,0,0,5,CB,,,,,,,,,,,,,,,,,,0.100500000640750
185,JC,2023,RA2301,BAK-2031,A,0,2.5000000,1.0000000,0,ACSP,0,0,0,0,10,CB,,,,,,,,,,,,,,,,,,0.177381989019399
186,JC,2023,RA2301,BAK-2031,A,0,2.5000000,1.0000000,0,ACSP,0,0,0,0,2,CB,,,,,,,,,,,,,,,,,,0.053645129012870
187,JC,2023,RA2301,BAK-2031,A,0,2.5000000,1.0000000,0,ACSP,0,0,0,0,1,CB,,,,,,,,,,,,,,,,,,0.132869032449530
188,JC,2023,RA2301,BAK-2031,A,0,2.5000000,1.0000000,0,ACSP,0,0,0,0,5,CB,,,,,,,,,,,,,,,,,,0.138948515224241
189,JC,2023,RA2301,BAK-2031,A,0,2.5000000,1.0000000,0,ACSP,0,0,0,0,2,CB,,,,,,,,,,,,,,,,,,0.081795477057765
190,JC,2023,RA2301,BAK-2031,A,0,2.5000000,1.0000000,0,ACSP,0,0,0,0,1,CB,,,,,,,,,,,,,,,,,,0.064586144596191
191,JC,2023,RA2301,BAK-2031,A,0,2.5000000,1.0000000,0,ACSP,0,0,0,0,10,CB,,,,,,,,,,,,,,,,,,0.143413319330839
192,JC,2023,RA2301,BAK-2031,A,0,2.5000000,1.0000000,0,ACSP,0,0,0,0,0,CB,,,,,,,,,,,,,,,,,,0.149619786188447
193,JC,2023,RA2301,BAK-2031,A,0,2.5000000,1.0000000,0,ACSP,0,0,0,0,2,CB,,,,,,,,,,,,,,,,,,0.056257711244287
194,JC,2023,RA2301,BAK-2031,A,0,1.0000000,1.0000000,0,FUSP,0,0,-1,0,,FO,TURFR,,,,,,,,,,,,,,,,,0.018462123311977
195,JC,2023,RA2301,BAK-2031,A,0,2.5000000,1.0000000,0,ACSP,0,0,0,0,0,CB,,,,,,,,,,,,,,,,,,0.127902815660821
196,JC,2023,RA2301,BAK-2031,A,0,1.0000000,1.0000000,0,ACSP,0,0,-1,0,,CB,TURFH,,,,,,,,,,,,,,,,,0.044882958874954
197,JC,2023,RA2301,BAK-2031,A,0,2.5000000,1.0000000,0,ACSP,0,0,0,0,5,CB,,,,,,,,,,,,,,,,,,0.066637677073416
198,JC,2023,RA2301,BAK-2031,A,0,2.5000000,1.0000000,0,ACSP,0,0,0,0,2,CB,,,,,,,,,,,,,,,,,,0.048257019235790
199,JC,2023,RA2301,BAK-2031,A,0,2.5000000,1.0000000,0,ACSP,0,0,0,0,8,CB,,,,,,,,,,,,,,,,,,0.126978737817036
200,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,ACSP,0,0,0,0,5,CB,,,,,,,,,,,,,,,,,,0.084200236744301
201,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,MOSP,0,0,0,0,30,EM,,,,,,,,,,,,,,,,,,0.070506524610420
202,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,MOSP,0,0,0,0,20,PL,,,,,,,,,,,,,,,,,,0.130436843282351
203,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,ACSP,0,0,0,0,0,CB,,,,,,,,,,,,,,,,,,0.085858138794918
204,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,MOSP,0,0,0,0,10,EM,,,,,,,,,,,,,,,,,,0.143610653539956
205,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,MOSP,0,0,0,0,30,EM,,,,,,,,,,,,,,,,,,0.142878303833106
206,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,MOSP,0,0,0,0,15,EM,,,,,,,,,,,,,,,,,,0.066509021586300
207,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,MOSP,0,0,0,0,35,EM,,,,,,,,,,,,,,,,,,0.296346284252909
208,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,MOSP,0,0,0,0,10,EM,,,,,,,,,,,,,,,,,,0.073847477971881
209,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,MOSP,0,0,0,0,5,EM,,,,,,,,,,,,,,,,,,0.069643161902623
210,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,ACSP,0,0,0,0,3,CB,,,,,,,,,,,,,,,,,,0.127691542353900
211,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,MOSP,0,0,0,0,5,EM,,,,,,,,,,,,,,,,,,0.094021274408642
212,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,ACSP,0,0,0,0,35,CB,,,,,,,,,,,,,,,,,,0.097261812541421
213,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,ACSP,0,0,0,0,15,CB,,,,,,,,,,,,,,,,,,0.061023355254857
214,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,ACSP,0,0,0,0,5,CB,,,,,,,,,,,,,,,,,,0.087703592257554
215,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,ACSP,0,0,0,0,3,CB,,,,,,,,,,,,,,,,,,0.099554307325024
216,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,ACSP,0,0,0,0,0,CB,,,,,,,,,,,,,,,,,,0.068157463920597
217,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,PPRO,0,0,0,0,10,EM,,,,,,,,,,,,,,,,,,0.058951251314630
218,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,MOSP,0,0,0,0,8,FO,,,,,,,,,,,,,,,,,,0.136095150160898
219,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,ACSP,0,0,0,0,5,CB,,,,,,,,,,,,,,,,,,0.051123575577258
220,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,ACSP,0,0,0,0,2,CB,,,,,,,,,,,,,,,,,,0.072035130158866
221,JC,2023,RA2301,BAK-2031,A,5,1.0000000,1.0000000,0,ACSP,0,0,-1,0,,CB,TURFH,,,,,,,,,,,,,,,,,0.029351832138074
222,JC,2023,RA2301,BAK-2031,A,5,1.0000000,1.0000000,0,ACSP,0,0,-1,0,,CB,CCAH,,,,,,,,,,,,,,,,,0.027708663123362
223,JC,2023,RA2301,BAK-2031,A,5,1.0000000,1.0000000,0,ACSP,0,0,-1,0,,CB,TURFH,,,,,,,,,,,,,,,,,0.028927668025349
224,JC,2023,RA2301,BAK-2031,A,5,1.0000000,1.0000000,0,ACSP,0,0,-1,0,,CB,TURFH,,,,,,,,,,,,,,,,,0.023186418261628
225,JC,2023,RA2301,BAK-2031,A,5,1.0000000,1.0000000,0,MOSP,0,0,-1,0,,EM,TURFH,,,,,,,,,,,,,,,,,0.040337699352319
226,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,ACSP,0,0,0,0,,CB,TURFH,,,,,,,,,,,,,,,,,0.048020829559993
227,JC,2023,RA2301,BAK-2031,A,5,1.0000000,1.0000000,0,ACSP,0,0,-1,0,,CB,TURFH,,,,,,,,,,,,,,,,,0.020041206665065
228,JC,2023,RA2301,BAK-2031,A,5,1.0000000,1.0000000,0,ACSP,0,0,-1,0,,CB,CCAH,,,,,,,,,,,,,,,,,0.044658705896166
229,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,PGRC,0,0,0,0,1,BR,,FISH,2,,,,,,,,,,,,,,,0.250862512644674
230,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,ACSP,0,0,0,0,2,CB,,,,,,,,,,,,,,,,,,0.156531945448767
231,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,PMVC,0,0,0,0,0,KN,,,,,,,,,,,,,,,,,,0.052974050446189
232,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,ACSP,0,0,0,0,0,CB,,,,,,,,,,,,,,,,,,0.048057986144930
233,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,MOSP,0,0,0,0,5,EM,,,,,,,,,,,,,,,,,,0.048958043384680
234,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,ACSP,0,0,0,0,10,CB,,,,,,,,,,,,,,,,,,0.053231944995822
235,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,ACSP,0,0,0,0,3,CB,,,,,,,,,,,,,,,,,,0.067775069124557
236,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,ACSP,0,0,0,0,5,CB,,,,,,,,,,,,,,,,,,0.076391752934043
237,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,ACSP,0,0,0,0,1,CB,,,,,,,,,,,,,,,,,,0.068707277136917
238,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,ACSP,0,0,0,0,3,CB,,,,,,,,,,,,,,,,,,0.057217566609008
239,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,MOSP,0,0,0,0,1,FO,,,,,,,,,,,,,,,,,,0.107590937453669
240,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,ACSP,0,0,0,0,2,CB,,,,,,,,,,,,,,,,,,0.105577459488031
241,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,ACSP,0,0,0,0,5,CB,,,,,,,,,,,,,,,,,,0.077374542893279
242,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,PMVC,0,0,0,0,2,BR,,,,,,,,,,,,,,,,,,0.071047589258451
243,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,ACSP,0,0,0,0,2,CB,,,,,,,,,,,,,,,,,,0.130344045136288
244,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,PMVC,0,0,0,0,3,BR,,,,,,,,,,,,,,,,,,0.090688754060625
245,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,MOSP,0,0,0,0,15,EM,,GAST,2,,,,,,,,,,,,,,,0.121802010895985
246,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,ACSP,0,0,0,0,20,CB,,,,,,,,,,,,,,,,,,0.084091438431913
247,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,ACSP,0,0,0,0,5,CB,,,,,,,,,,,,,,,,,,0.128131572664255
248,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,ACSP,0,0,0,0,25,CB,,,,,,,,,,,,,,,,,,0.085403161614587
249,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,MOSP,0,0,0,0,5,FO,,,,,,,,,,,,,,,,,,0.215339916513886
250,JC,2023,RA2301,BAK-2031,A,5,1.0000000,1.0000000,0,ACSP,0,0,-1,0,,CB,CCAH,,,,,,,,,,,,,,,,,0.029893978220426
251,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,ACSP,0,0,0,0,5,CB,,,,,,,,,,,,,,,,,,0.109765067560560
252,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,MOSP,0,0,0,0,2,EM,,,,,,,,,,,,,,,,,,0.081512269950777
253,JC,2023,RA2301,BAK-2031,A,5,1.0000000,1.0000000,0,ACSP,0,0,-1,0,,CB,TURFH,,,,,,,,,,,,,,,,,0.028992757963136
254,JC,2023,RA2301,BAK-2031,A,5,1.0000000,1.0000000,0,ACSP,0,0,-1,0,,CB,TURFH,,,,,,,,,,,,,,,,,0.029893979145706
255,JC,2023,RA2301,BAK-2031,A,5,1.0000000,1.0000000,0,ACSP,0,0,-1,0,,CB,TURFH,,,,,,,,,,,,,,,,,0.026360007855541
256,JC,2023,RA2301,BAK-2031,A,5,1.0000000,1.0000000,0,POCS,0,0,-1,0,,BR,TURFH,,,,,,,,,,,,,,,,,0.024307406688311
257,JC,2023,RA2301,BAK-2031,A,5,1.0000000,1.0000000,0,ACSP,0,0,-1,0,,CB,TURFH,,,,,,,,,,,,,,,,,0.024821966055151
258,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,ACSP,0,0,0,0,25,CB,,,,,,,,,,,,,,,,,,0.082582564233148
259,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,MOSP,0,0,0,0,0,EM,,,,,,,,,,,,,,,,,,0.051161117831288
260,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,MOSP,0,0,0,0,50,EM,,,,,,,,,,,,,,,,,,0.068963177800495
261,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,ACSP,0,0,0,0,90,CB,,,,,,,,,,,,,,,,,,0.158355706414856
262,JC,2023,RA2301,BAK-2031,A,5,1.0000000,1.0000000,0,POCS,0,0,-1,0,,BR,TURFH,,,,,,,,,,,,,,,,,0.026655769636901
263,JC,2023,RA2301,BAK-2031,A,5,1.0000000,1.0000000,0,ACSP,0,0,-1,0,,CB,TURFH,,,,,,,,,,,,,,,,,0.020229928302415
264,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,MOSP,0,0,0,0,5,EM,,,,,,,,,,,,,,,,,,0.067416615355030
265,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,ACSP,0,0,0,0,40,CB,,,,,,,,,,,,,,,,,,0.050546018256233
266,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,PMVC,0,0,0,0,5,BR,,,,,,,,,,,,,,,,,,0.108993440520466
267,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,MOSP,0,0,0,0,20,FO,,,,,,,,,,,,,,,,,,0.094424784905046
268,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,ACSP,0,0,0,0,10,CB,,,,,,,,,,,,,,,,,,0.073131183564675
269,JC,2023,RA2301,BAK-2031,A,5,2.5000000,1.0000000,0,PMVC,0,0,0,0,2,BR,,FISH,5,,,,,,,,,,,,,,,0.068513136513581
270,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,ACSP,0,0,0,0,30,CB,,,,,,,,,,,,,,,,,,0.122192062996545
271,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,ACSP,0,0,0,0,5,CB,,,,,,,,,,,,,,,,,,0.067259274198229
272,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,3,FO,,,,,,,,,,,,,,,,,,0.067406009628051
273,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,30,FO,,,,,,,,,,,,,,,,,,0.104344047365773
274,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,35,EM,,,,,,,,,,,,,,,,,,0.100046639447743
275,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,5,EM,,,,,,,,,,,,,,,,,,0.077222405292702
276,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,60,EM,,,,,,,,,,,,,,,,,,0.279930025904278
277,JC,2023,RA2301,BAK-2031,A,10,1.0000000,1.0000000,0,ACSP,0,0,-1,0,,CB,TURFH,,,,,,,,,,,,,,,,,0.032259106746217
278,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,ACSP,0,0,0,0,15,CB,,,,,,,,,,,,,,,,,,0.047920768748252
279,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,ACSP,0,0,0,0,0,CB,,,,,,,,,,,,,,,,,,0.068721538982092
280,JC,2023,RA2301,BAK-2031,A,10,1.0000000,1.0000000,0,ACSP,0,0,-1,0,,CB,CCAR,,,,,,,,,,,,,,,,,0.025675864781462
281,JC,2023,RA2301,BAK-2031,A,10,1.0000000,1.0000000,0,ACSP,0,0,-1,0,,CB,CCAR,,,,,,,,,,,,,,,,,0.025071497399968
282,JC,2023,RA2301,BAK-2031,A,10,1.0000000,1.0000000,0,ACSP,0,0,-1,0,,CB,CCAH,,,,,,,,,,,,,,,,,0.021222864622255
283,JC,2023,RA2301,BAK-2031,A,10,1.0000000,1.0000000,0,ACSP,0,0,-1,0,,CB,TURFH,,,,,,,,,,,,,,,,,0.033682339696025
284,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,ACSP,0,0,0,0,1,BR,,,,,,,,,,,,,,,,,,0.121186467602810
285,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,ACSP,0,0,0,0,5,CB,,,,,,,,,,,,,,,,,,0.193539246017365
286,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,ACSP,0,0,0,0,5,CB,,,,,,,,,,,,,,,,,,0.123068801793543
287,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,ACSP,0,0,0,0,1,CB,,,,,,,,,,,,,,,,,,0.124216946814279
288,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,ACSP,0,0,0,0,3,CB,,,,,,,,,,,,,,,,,,0.080655129399999
289,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,ACSP,0,0,0,0,20,CB,,,,,,,,,,,,,,,,,,0.065840185242090
290,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,ACSP,0,0,0,0,3,CB,,,,,,,,,,,,,,,,,,0.056530522854796
291,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,ACSP,0,0,0,0,2,CB,,,,,,,,,,,,,,,,,,0.054599634913518
292,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,ACSP,0,0,0,0,2,CB,,,,,,,,,,,,,,,,,,0.075945374255189
293,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,ACSP,0,0,0,0,35,CB,,,,,,,,,,,,,,,,,,0.107860836905440
294,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,ACSP,0,0,0,0,1,CB,,,,,,,,,,,,,,,,,,0.056905624460512
295,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,PMVC,0,0,0,0,0,BR,,FISH,10,,,,,,,,,,,,,,,0.052152468541064
296,JC,2023,RA2301,BAK-2031,A,10,1.0000000,1.0000000,0,ACSP,0,0,-1,0,,CB,TURFH,,,,,,,,,,,,,,,,,0.025947831680688
297,JC,2023,RA2301,BAK-2031,A,10,1.0000000,1.0000000,0,MOSP,0,0,-1,0,,FO,TURFH,,,,,,,,,,,,,,,,,0.019864541247530
298,JC,2023,RA2301,BAK-2031,A,10,1.0000000,1.0000000,0,ACSP,0,0,-1,0,,CB,TURFH,,,,,,,,,,,,,,,,,0.024330433932849
299,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,PMVC,0,0,0,0,7,BR,,TLS,1,,,,,,,,,,,,,,,0.156895921524856
300,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,ACSP,0,0,0,0,1,CB,,,,,,,,,,,,,,,,,,0.072201454616894
301,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,PMVC,0,0,0,0,5,BR,,,,,,,,,,,,,,,,,,0.101712141782158
302,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,ACSP,0,0,0,0,5,CB,,,,,,,,,,,,,,,,,,0.099185734673012
303,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,ACSP,0,0,0,0,0,CB,,FISH,2,,,,,,,,,,,,,,,0.052546075242751
304,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,PMVC,0,0,0,0,50,BR,,,,,,,,,,,,,,,,,,0.048464832347913
305,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,ACSP,0,0,0,0,2,CB,,FISH,1,,,,,,,,,,,,,,,0.060880211037540
306,JC,2023,RA2301,BAK-2031,A,10,1.0000000,1.0000000,0,ACSP,0,0,-1,0,,EM,TURFH,,,,,,,,,,,,,,,,,0.029320470636929
307,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,ACSP,0,0,0,0,15,CB,,,,,,,,,,,,,,,,,,0.066516164598635
308,JC,2023,RA2301,BAK-2031,A,10,1.0000000,1.0000000,0,ACSP,0,0,-1,0,,CB,TURFH,,,,,,,,,,,,,,,,,0.020357063210790
309,JC,2023,RA2301,BAK-2031,A,10,1.0000000,1.0000000,0,MOSP,0,0,-1,0,,EM,TURFH,,,,,,,,,,,,,,,,,0.026397348810344
310,JC,2023,RA2301,BAK-2031,A,10,1.0000000,1.0000000,0,MOSP,0,0,-1,0,,EM,TURFH,,,,,,,,,,,,,,,,,0.028210991454373
311,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,ACSP,0,0,0,0,15,CB,,,,,,,,,,,,,,,,,,0.129816985861164
312,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,ACSP,0,0,0,0,2,CB,,,,,,,,,,,,,,,,,,0.164512158033474
313,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,PMVC,0,0,0,0,20,BR,,FISH,1,,,,,,,,,,,,,,,0.168827722787303
314,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,ACSP,0,0,0,0,5,CB,,,,,,,,,,,,,,,,,,0.081691921707634
315,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,ACSP,0,0,0,0,25,CB,,,,,,,,,,,,,,,,,,0.147490813590491
316,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,PGRC,0,0,0,0,0,BR,,,,,,,,,,,,,,,,,,0.050503564125311
317,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,ACSP,0,0,0,0,5,CB,,,,,,,,,,,,,,,,,,0.143634049539327
318,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,45,EM,,,,,,,,,,,,,,,,,,0.224670535901374
319,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,PAVS,0,0,0,0,30,EM,,,,,,,,,,,,,,,,,,0.049152212138803
320,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,PAVS,0,0,0,0,2,EM,,,,,,,,,,,,,,,,,,0.050971561397266
321,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,ACSP,0,0,0,0,5,CB,,,,,,,,,,,,,,,,,,0.122634131490508
322,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,60,EM,,GAST,2,,,,,,,,,,,,,,,0.295071804402304
323,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,MOSP,0,0,0,0,2,EM,,,,,,,,,,,,,,,,,,0.081849130070779
324,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,ACSP,0,0,0,0,5,CB,,,,,,,,,,,,,,,,,,0.141364282217024
325,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,AABR,0,0,0,0,7,CB,,,,,,,,,,,,,,,,,,0.082787257676052
326,JC,2023,RA2301,BAK-2031,A,10,1.0000000,1.0000000,0,POCS,0,0,-1,0,,EM,CCAH,,,,,,,,,,,,,,,,,0.018236228528388
327,JC,2023,RA2301,BAK-2031,A,10,1.0000000,1.0000000,0,MOSP,0,0,-1,0,,EM,TURFH,,,,,,,,,,,,,,,,,0.024684003454021
328,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,PMVC,0,0,0,0,0,BR,,,,,,,,,,,,,,,,,,0.063907746140821
329,JC,2023,RA2301,BAK-2031,A,10,2.5000000,1.0000000,0,ACSP,0,0,0,0,2,CB,,,,,,,,,,,,,,,,,,0.050673267365160
330,JC,2023,RA2301,BAK-2031,A,10,1.0000000,1.0000000,0,ACSP,0,0,-1,0,,CB,TURFH,,,,,,,,,,,,,,,,,0.045685555952925
